"variable_1","variable_2","fastCCLasso","SparCC","CCLasso","COAT"
"OTU_30","OTU_1",0,0.156368579164388,0,0.0714176038588097
"OTU_31","OTU_1",0,0,0,0
"OTU_32","OTU_1",0.561783242124531,0.86096915211554,0.666020853967643,0.685284891345391
"OTU_33","OTU_1",0,0,0,0
"OTU_34","OTU_1",0,0.141660369311182,0.0917127733340196,0
"OTU_35","OTU_1",0.257680974740917,0.53256494372356,0.383628835370622,0.406203510242451
"OTU_36","OTU_1",0,0.184402946399147,0,0.0928460639928402
"OTU_37","OTU_1",0,0.234059535922818,0.0604116970141924,0.117486394650217
"OTU_38","OTU_1",0,0.302006548004505,0.120844897784921,0.216061463532682
"OTU_39","OTU_1",0,0,0,0
"OTU_40","OTU_1",0,0.221431042976138,0,0.135014845779663
"OTU_41","OTU_1",0,-0.289898461174824,-0.0567662172476873,-0.290590023219905
"OTU_42","OTU_1",0,-0.299472812572911,-0.104355095708257,-0.290507531151409
"OTU_43","OTU_1",0,0.117005978476084,0,0
"OTU_44","OTU_1",0,0.0877737828567517,0,0
"OTU_45","OTU_1",-0.0968323122190153,-0.442671449782338,-0.192106066189702,-0.376891449711529
"OTU_46","OTU_1",-0.13491000685111,-0.364248509014113,-0.31398135515561,-0.328289881123664
"OTU_47","OTU_1",0,-0.303007144451449,0,-0.308864923059407
"OTU_48","OTU_1",0,0.154534702984925,0,0.0662234014592871
"OTU_49","OTU_1",0,-0.154077697956843,0,-0.111335542654769
"OTU_50","OTU_1",0,-0.359430049461584,-0.0919525444650844,-0.331828638189587
"OTU_51","OTU_1",0,-0.124799745629332,-0.0747014357492377,-0.0694604867743869
"OTU_52","OTU_1",0,-0.295705305184288,-0.0842793751709325,-0.285607179045295
"OTU_53","OTU_1",0,-0.293467262789872,-0.100883717592596,-0.318007890087775
"OTU_54","OTU_1",0,0.198704717032257,0,0.0647631547414102
"OTU_55","OTU_1",0,0.21111808898011,0.0619971843032057,0.111093521215184
"OTU_56","OTU_1",0,-0.325439102601149,-0.0912073714092094,-0.311399201763657
"OTU_57","OTU_1",0,-0.188449545715409,-0.155070659977185,-0.153941561954702
"OTU_58","OTU_1",0,0.138355191885336,0,0
"OTU_59","OTU_1",-0.0742754107889814,-0.298540396567881,-0.261463905467306,-0.26897412663144
"OTU_60","OTU_1",0,0,0,0
"OTU_61","OTU_1",0,-0.323192753162205,-0.142454840215342,-0.262287001638983
"OTU_3","OTU_2",0,0.100700454957201,0.10621102533389,0
"OTU_4","OTU_2",0.271161286579166,0.367881423651807,0.444971584907896,0.275853199431984
"OTU_5","OTU_2",-0.138994058488475,-0.438030395963023,-0.325308690032945,-0.360593659887301
"OTU_6","OTU_2",0,0,0.0554798819738216,0
"OTU_7","OTU_2",0,-0.204358714734065,-0.0576398690325852,-0.153096428008066
"OTU_8","OTU_2",0,-0.188173705087239,0,-0.145838161763017
"OTU_9","OTU_2",0,-0.255485756045479,-0.172766621264205,-0.215808503040284
"OTU_10","OTU_2",0,-0.0525200163620908,0,0
"OTU_11","OTU_2",0,0,0.0714085469023844,0
"OTU_12","OTU_2",-0.062539287704583,-0.345819100986841,-0.197420785609879,-0.288063910113089
"OTU_13","OTU_2",0.206085381379556,0.351059217839403,0.346484342876314,0.234094680581201
"OTU_14","OTU_2",0,-0.0542335263584909,0,0
"OTU_15","OTU_2",-0.0664670409173676,-0.295389081635311,-0.189839580020881,-0.280709617998681
"OTU_16","OTU_2",0,0.0610246578152065,0.134767812466384,0
"OTU_17","OTU_2",0,0,0.0546772970457345,0
"OTU_18","OTU_2",0,0,0.0635318455184704,0
"OTU_19","OTU_2",0,-0.113090352074715,0,-0.0527641382515733
"OTU_20","OTU_2",0.452092541607104,0.618103429719531,0.580100885171294,0.499705795023787
"OTU_21","OTU_2",0,-0.113453898739463,0,0
"OTU_22","OTU_2",0,-0.165629004768372,-0.0589530514426406,-0.127288939428614
"OTU_23","OTU_2",0,-0.250796292602159,-0.0795142904231949,-0.20933944404989
"OTU_24","OTU_2",0,-0.0908880639500977,0,0
"OTU_25","OTU_2",0,-0.187468106714205,-0.108808693937833,-0.125622283995561
"OTU_26","OTU_2",-0.0757046833044692,-0.310331182676905,-0.21374313745986,-0.244296199839159
"OTU_27","OTU_2",-0.206141650001147,-0.488024753454997,-0.394951714305234,-0.433441269028598
"OTU_28","OTU_2",0,0,0,0
"OTU_29","OTU_2",0,-0.177084825613844,-0.0559289148099147,-0.132636747575859
"OTU_30","OTU_2",0,-0.279196067491418,-0.0887611654846889,-0.226492608147069
"OTU_31","OTU_2",0,-0.248877915529308,-0.0743009326120458,-0.196694922239615
"OTU_32","OTU_2",0,-0.098815309811078,0,-0.0704870419026741
"OTU_33","OTU_2",-0.0517037063246322,-0.301986060939088,-0.179764507946482,-0.253668832738465
"OTU_34","OTU_2",0,-0.0501671882710555,0,0
"OTU_35","OTU_2",0,0,0.0686530489349584,0
"OTU_36","OTU_2",-0.0606730654770319,-0.329159793449868,-0.156723362468963,-0.269703355171254
"OTU_37","OTU_2",0,-0.275989113763076,-0.0846345071789383,-0.243632331637427
"OTU_38","OTU_2",0,-0.168727130976295,0,-0.108073982119161
"OTU_39","OTU_2",-0.0593074803770789,-0.337618927648325,-0.194028773284156,-0.292350555413807
"OTU_40","OTU_2",-0.127570353136973,-0.389606918800319,-0.300754526723085,-0.339077064363792
"OTU_41","OTU_2",0.313620775627845,0.411528891878105,0.469367760294335,0.327023188105557
"OTU_42","OTU_2",0.20203510567933,0.267569416092848,0.382132736885535,0.180566962293327
"OTU_43","OTU_2",0,-0.24182194449772,-0.0660770837966969,-0.19512421947824
"OTU_44","OTU_2",0,-0.295701591794248,-0.160853862875368,-0.242706522477275
"OTU_45","OTU_2",0.260692791161762,0.336260928628341,0.42855881654819,0.258751830678089
"OTU_46","OTU_2",0,-0.153974777713359,0,-0.104363788833217
"OTU_47","OTU_2",0.352095311249769,0.447068631021475,0.511228913883908,0.36291908576554
"OTU_48","OTU_2",0,0,0,0
"OTU_49","OTU_2",0,0,0.111057448226206,0
"OTU_50","OTU_2",0.235797644814864,0.310062498345619,0.417435861266201,0.22276904318861
"OTU_51","OTU_2",0.447991232887018,0.587467124285577,0.578028802274847,0.478097487126042
"OTU_52","OTU_2",0.191869759675503,0.259501744266818,0.370477819533811,0.174450001043594
"OTU_53","OTU_2",0.252549458999877,0.342701083917123,0.425422967573367,0.247903959705155
"OTU_54","OTU_2",0,-0.294805791750664,-0.140327269210397,-0.251437159866962
"OTU_55","OTU_2",0,-0.0623468926943426,0,0
"OTU_56","OTU_2",0.33386017358972,0.422202088548889,0.497024630984103,0.332005926652215
"OTU_57","OTU_2",0.377309663576799,0.571083267899836,0.508212306736505,0.431728857727101
"OTU_58","OTU_2",-0.113479242172387,-0.38193760496926,-0.263435920304459,-0.324697320760015
"OTU_59","OTU_2",0,-0.0694407236296735,0.0716928956425384,0
"OTU_60","OTU_2",0,0,0,0
"OTU_61","OTU_2",0.375288353910665,0.511983075240752,0.541765809591335,0.418305393479205
"OTU_4","OTU_3",0,-0.25196660216882,-0.0863439125050098,-0.24658183082558
"OTU_5","OTU_3",-0.0511935725164052,-0.163980252458462,-0.192248524271382,-0.107024522416642
"OTU_6","OTU_3",0,0,0,0
"OTU_7","OTU_3",0,0,0,0
"OTU_8","OTU_3",-0.0561221349492031,-0.177354626035632,-0.187628102859413,-0.119726916369735
"OTU_9","OTU_3",-0.107234096288458,-0.285047676062445,-0.239528578013904,-0.239502757109428
"OTU_10","OTU_3",0,0.186387787910508,0,0.0801041557156249
"OTU_11","OTU_3",0,0,0,0
"OTU_12","OTU_3",0,0.13594331804427,0.0654950057587345,0
"OTU_13","OTU_3",0,0.209155989572889,0.175032030163014,0.127138341018296
"OTU_14","OTU_3",0,0.177582229976907,0.0937067628126885,0.0749170775245466
"OTU_15","OTU_3",0,0.124515890079166,0,0
"OTU_16","OTU_3",0,0,0,0
"OTU_17","OTU_3",0,0,0,0
"OTU_18","OTU_3",0,0.193571071092283,0.119433496493368,0.111486159692673
"OTU_19","OTU_3",0,0.149541294572303,0,0.0576437877195453
"OTU_20","OTU_3",0,0.086981183619356,0.082540681743791,0
"OTU_21","OTU_3",0,-0.157902390910971,-0.097996982540902,-0.0991984600786966
"OTU_22","OTU_3",0,0.194755021745974,0.0665702891213178,0.0895874957890355
"OTU_23","OTU_3",0,0.0928591002685564,0.067225887632236,0
"OTU_24","OTU_3",0,0,0,0
"OTU_25","OTU_3",0,0.100019793771895,0,0
"OTU_26","OTU_3",0,0.158106032774274,0,0.0807172035489337
"OTU_27","OTU_3",0.0741667911938403,0.333493250075797,0.183776973899728,0.258451804456142
"OTU_28","OTU_3",0,-0.234036632368602,-0.0786219840947979,-0.179260709750469
"OTU_29","OTU_3",0,0.0817144835493935,0,0
"OTU_30","OTU_3",0,0.266662607903373,0.15297559472765,0.184546318354587
"OTU_31","OTU_3",0,0.0784140288843809,0,0
"OTU_32","OTU_3",0,0.210872598483588,0,0.115462514983734
"OTU_33","OTU_3",0.0832856958635283,0.31646430058805,0.184331646688423,0.225643661234308
"OTU_34","OTU_3",0,0,0,0
"OTU_35","OTU_3",0,0.0654795379224946,0,0
"OTU_36","OTU_3",0,0.15521106530304,0,0.0681780619797976
"OTU_37","OTU_3",0,0.221816531016173,0,0.126885264640951
"OTU_38","OTU_3",0,0.0834496457486912,0,0
"OTU_39","OTU_3",0.0507016589137378,0.239523991579371,0.160289963036051,0.149434255293647
"OTU_40","OTU_3",0,0.167071995168854,0,0.0917851164009152
"OTU_41","OTU_3",0,-0.320663229704068,-0.154907237352843,-0.301750816165255
"OTU_42","OTU_3",0,-0.330516690390166,-0.123384119704476,-0.308961902506463
"OTU_43","OTU_3",0,0.208594147451072,0.0600907516934617,0.10734456437037
"OTU_44","OTU_3",-0.098491309977796,-0.241016712948092,-0.231902556748614,-0.173826483373083
"OTU_45","OTU_3",0,-0.293463842737749,-0.0770564757756351,-0.275061249741484
"OTU_46","OTU_3",0,-0.191551427832773,-0.0726979939670915,-0.130288656946428
"OTU_47","OTU_3",0,-0.295376178598928,-0.101342988853378,-0.268727689571862
"OTU_48","OTU_3",0,0.169524095195303,0.0618595315836533,0.0823381815721385
"OTU_49","OTU_3",0,-0.0814059983720995,0,0
"OTU_50","OTU_3",0,-0.275184177129233,-0.0725317963187155,-0.221056462332217
"OTU_51","OTU_3",0,0,0,0
"OTU_52","OTU_3",0,-0.357108907213451,-0.150524674908174,-0.337677455692218
"OTU_53","OTU_3",0,-0.25624264139614,-0.0757553874369137,-0.257582112699995
"OTU_54","OTU_3",0,0.0609304151874046,0,0
"OTU_55","OTU_3",0.119226082479315,0.366521291537794,0.236680168125916,0.270928355002556
"OTU_56","OTU_3",0,-0.223174699297151,0,-0.196271222127364
"OTU_57","OTU_3",0.155051502663661,0.351304131674035,0.35214835023738,0.265075777954393
"OTU_58","OTU_3",0,0.160028684329114,0,0.0813313315265063
"OTU_59","OTU_3",0,-0.174470794032978,-0.0597357614924898,-0.12055364337373
"OTU_60","OTU_3",0,0,0,0
"OTU_61","OTU_3",0,-0.114093662958343,0,-0.0667407564506359
"OTU_5","OTU_4",0,-0.320546597215758,-0.166718197334391,-0.346124062202171
"OTU_6","OTU_4",0,-0.210246167595168,0,-0.203749844154256
"OTU_7","OTU_4",0.051153918816473,0.0932556472715713,0.0655825519453772,0
"OTU_8","OTU_4",0,-0.206491303158159,0,-0.211214611256165
"OTU_9","OTU_4",0,-0.223824491931733,0,-0.23049234299651
"OTU_10","OTU_4",0,-0.144734713074403,0,-0.1454327793798
"OTU_11","OTU_4",0,-0.151538551195453,0,-0.148816014311758
"OTU_12","OTU_4",0,0,0,-0.0586958422509801
"OTU_13","OTU_4",0.0931158445728532,0.161884376513282,0.242595607830809,0
"OTU_14","OTU_4",0,-0.185767449396331,0,-0.196910959260406
"OTU_15","OTU_4",-0.219214580638857,-0.501922632339709,-0.384715608529617,-0.56670157188756
"OTU_16","OTU_4",0,-0.169929034880368,0,-0.187186818707015
"OTU_17","OTU_4",-0.0541024604789961,-0.348492114250534,-0.159360349678806,-0.366882151352215
"OTU_18","OTU_4",0,-0.269825762506799,-0.0882994089466327,-0.265503247162165
"OTU_19","OTU_4",-0.198982142324006,-0.512275110425763,-0.347509436258666,-0.505360159406433
"OTU_20","OTU_4",0.251852144201638,0.361384062048229,0.423766604830012,0.262365018138896
"OTU_21","OTU_4",0.140702925703107,0.204458521047794,0.27082030501547,0.0626560495342309
"OTU_22","OTU_4",-0.0985019670329914,-0.405426990070403,-0.26715560918734,-0.441780029031548
"OTU_23","OTU_4",0,-0.168897631272898,-0.064506464171955,-0.166874353008793
"OTU_24","OTU_4",0,-0.109918483872106,0,-0.117525525417989
"OTU_25","OTU_4",-0.192797920952474,-0.4915008875354,-0.349801683297274,-0.502252160081604
"OTU_26","OTU_4",0,-0.2734524724025,-0.163731581421956,-0.273949633414192
"OTU_27","OTU_4",-0.134886046386633,-0.444347318453057,-0.289739758362616,-0.478606548689674
"OTU_28","OTU_4",0.260634175465438,0.379859824203675,0.379574168675047,0.253996430336865
"OTU_29","OTU_4",-0.120076119207946,-0.460567526206985,-0.296460853811071,-0.46326629661924
"OTU_30","OTU_4",0,-0.252627097223359,0,-0.275940837210688
"OTU_31","OTU_4",0,-0.224984224742538,-0.0502974253723887,-0.25818648793945
"OTU_32","OTU_4",-0.195351646083577,-0.509662508050541,-0.326489766518907,-0.511881670321841
"OTU_33","OTU_4",0,-0.337080369928149,-0.153769066013721,-0.363063452041273
"OTU_34","OTU_4",0,-0.0856945829858173,0,-0.0884265622284314
"OTU_35","OTU_4",0,-0.365626031510402,-0.156600693547192,-0.37385648736676
"OTU_36","OTU_4",0,-0.258631585217562,-0.0532551055727652,-0.270621678374891
"OTU_37","OTU_4",0,-0.15371534930539,0,-0.168972680937804
"OTU_38","OTU_4",0,-0.250320293591064,-0.0590096701168152,-0.270182943645439
"OTU_39","OTU_4",0,-0.205265366223611,0,-0.226998320689577
"OTU_40","OTU_4",-0.173605754473911,-0.469619358932265,-0.367696134231181,-0.48978142813529
"OTU_41","OTU_4",0.716036014578078,0.873694536602344,0.79570750431313,0.799940949790018
"OTU_42","OTU_4",0.751000875845037,0.913197129404118,0.82751585163152,0.829964277318249
"OTU_43","OTU_4",0,-0.0629095369715819,0.0559163904400151,-0.0879918535331745
"OTU_44","OTU_4",0,-0.298908471258237,-0.128368905211391,-0.327925261580485
"OTU_45","OTU_4",0.789445459309583,0.960433180565876,0.853455075987934,0.857121970524323
"OTU_46","OTU_4",0.284269719593782,0.417112182054604,0.437570799015907,0.281542004327885
"OTU_47","OTU_4",0.707634143501105,0.859349076897016,0.794146217349716,0.787088815269919
"OTU_48","OTU_4",0,-0.194717893047052,0,-0.218727784479925
"OTU_49","OTU_4",0.324905378401204,0.354045927953153,0.448975954223156,0.219871206201188
"OTU_50","OTU_4",0.573018414171194,0.700700523351262,0.678697820902036,0.6003677240148
"OTU_51","OTU_4",0.308440020509297,0.380631193347963,0.475119077531981,0.256024881904336
"OTU_52","OTU_4",0.761650525010923,0.928329142868703,0.83460676428259,0.848699969359688
"OTU_53","OTU_4",0.781613794838351,0.947596897037563,0.848701321345133,0.870398620745305
"OTU_54","OTU_4",-0.111759885221344,-0.437831171116896,-0.271792251094782,-0.494593024705555
"OTU_55","OTU_4",0,-0.221435664806453,0,-0.224519288504442
"OTU_56","OTU_4",0.711565866272771,0.857248371671481,0.797664922538751,0.766622007010306
"OTU_57","OTU_4",0,0.0708686575791974,0.105475244739788,0
"OTU_58","OTU_4",-0.0902625735347077,-0.377155662863445,-0.284481280850845,-0.395290636733181
"OTU_59","OTU_4",0.287560395792909,0.332702184185875,0.433834435523876,0.193794566901018
"OTU_60","OTU_4",0.0655479893915644,0.0986287743753833,0.189550072387745,0
"OTU_61","OTU_4",0.473694912631658,0.608516269425626,0.597070371857094,0.505586314992579
"OTU_6","OTU_5",0,0,-0.0520471119928243,0
"OTU_7","OTU_5",0,-0.127941573917998,-0.0866881763646137,-0.0614052213601708
"OTU_8","OTU_5",0,0.262501374549781,0.201831186992063,0.176137756814197
"OTU_9","OTU_5",0.253227573343812,0.491600664157984,0.418470626096011,0.39781312012259
"OTU_10","OTU_5",0,0,0,0
"OTU_11","OTU_5",0,0,-0.0680701188548685,0
"OTU_12","OTU_5",0,0.278885819531425,0.15203237268071,0.203263594784304
"OTU_13","OTU_5",-0.226403690364602,-0.43594969233382,-0.414169539442868,-0.370488399906603
"OTU_14","OTU_5",0,0.163488597676819,0,0.0884596711101718
"OTU_15","OTU_5",0.0798001640254981,0.433887673136438,0.24058071832481,0.337116965411882
"OTU_16","OTU_5",0,0.085416643921312,0,0
"OTU_17","OTU_5",0,0.197877244520241,0.0886933006069939,0.119792329005932
"OTU_18","OTU_5",0,0,0,0
"OTU_19","OTU_5",0,0.268461065221469,0.151865997411368,0.175784295743581
"OTU_20","OTU_5",-0.240831045623164,-0.504496767846551,-0.421603874699537,-0.454418640184161
"OTU_21","OTU_5",0,0,0,0
"OTU_22","OTU_5",0.119395116861671,0.447718262635593,0.325622912141614,0.354601554073961
"OTU_23","OTU_5",0,0,0,0
"OTU_24","OTU_5",0,0.101975117060857,0,0
"OTU_25","OTU_5",0,0.260953974594744,0.116513411746367,0.17147625681511
"OTU_26","OTU_5",0,0,0,0
"OTU_27","OTU_5",0.0945356633701883,0.431657299214938,0.180347132515902,0.34742049692473
"OTU_28","OTU_5",0,-0.103851579017092,0,0
"OTU_29","OTU_5",0.0536839751987573,0.322534557859616,0.195518368723256,0.242257316235851
"OTU_30","OTU_5",0,0,0,0
"OTU_31","OTU_5",0,0.169278768798,0,0.095936056175553
"OTU_32","OTU_5",0,0.110928649665541,0,0
"OTU_33","OTU_5",0.066935534079993,0.343324425953305,0.102516149434826,0.271411088757598
"OTU_34","OTU_5",0.223793101678756,0.525303751519278,0.445959697024192,0.437174626255577
"OTU_35","OTU_5",0,0.108192337935536,0,0
"OTU_36","OTU_5",0,0.300333261677487,0.125516356280563,0.20107818988154
"OTU_37","OTU_5",0,0.181762283988261,0,0.069283485594408
"OTU_38","OTU_5",0,0.244967290480677,0.0647312187297718,0.167536656370167
"OTU_39","OTU_5",0,0.0924557422964154,0,0
"OTU_40","OTU_5",0.340396943581604,0.662495270040318,0.549994404382765,0.575393117568106
"OTU_41","OTU_5",-0.0715840164510276,-0.435277418068804,-0.220709018913416,-0.426153751796134
"OTU_42","OTU_5",0,-0.292075373137715,-0.0948494897081016,-0.277458503315221
"OTU_43","OTU_5",0,0.110574692153624,0,0
"OTU_44","OTU_5",0.421094229456351,0.718075700238422,0.614174164643996,0.637486132338328
"OTU_45","OTU_5",0,-0.229396640693457,-0.0688330985960133,-0.214615453016916
"OTU_46","OTU_5",0,0.06255032207268,0,0
"OTU_47","OTU_5",-0.0545769666222231,-0.426712954708125,-0.214635764030883,-0.413203514978632
"OTU_48","OTU_5",0,0.091568563806894,0,0
"OTU_49","OTU_5",0,0.147723758410252,0.0590201250198767,0.0703443016393711
"OTU_50","OTU_5",-0.0605803279503672,-0.432732599657955,-0.193225829677885,-0.377323130688056
"OTU_51","OTU_5",0,-0.100512645572572,-0.0906854549100136,0
"OTU_52","OTU_5",0,-0.325627522997287,-0.100901780917335,-0.311052097572484
"OTU_53","OTU_5",-0.0644637302521529,-0.394149501916049,-0.219830141000931,-0.417488161947697
"OTU_54","OTU_5",0.0508730052368357,0.368676624280216,0.180302873927125,0.280583245251605
"OTU_55","OTU_5",0,-0.11331886586172,-0.082299759630311,0
"OTU_56","OTU_5",0,-0.385812198693426,-0.1811523711286,-0.369190023164106
"OTU_57","OTU_5",-0.154003873550089,-0.357658218696569,-0.349404216938283,-0.298352231442867
"OTU_58","OTU_5",0.257165933239749,0.5785458966374,0.4818394497313,0.494467563535756
"OTU_59","OTU_5",0,-0.0695551335164258,-0.0646222554607772,0
"OTU_60","OTU_5",0,0,0,0
"OTU_61","OTU_5",-0.0665020701797477,-0.385966946761381,-0.235337731399068,-0.331373384184046
"OTU_7","OTU_6",0,0,0,0
"OTU_8","OTU_6",0,0.0785305602562471,0,0
"OTU_9","OTU_6",0,0.103685828458244,0,0
"OTU_10","OTU_6",0,0,0,0
"OTU_11","OTU_6",0.193182709072824,0.469042930922497,0.299324455173828,0.36901142696121
"OTU_12","OTU_6",0,-0.152956958135541,-0.137442304610236,-0.0811456304157842
"OTU_13","OTU_6",0,0,0,0
"OTU_14","OTU_6",0,0.114933552328527,0,0
"OTU_15","OTU_6",0,0.250762957891122,0,0.15578723949793
"OTU_16","OTU_6",0,0.155038463108969,0,0.0807093919476752
"OTU_17","OTU_6",0,0.197630260733402,0,0.10676715293346
"OTU_18","OTU_6",0,0.18218228774444,0.0717368014679893,0.0827264001913064
"OTU_19","OTU_6",0.0647366200709341,0.325298794452285,0.125016900099469,0.207938138766888
"OTU_20","OTU_6",0,0.0828286611482935,0.159083271429523,0
"OTU_21","OTU_6",0,-0.215932371232565,-0.134862252997238,-0.149703795094562
"OTU_22","OTU_6",0,0.116167634460692,0,0
"OTU_23","OTU_6",0,0.0528084110240911,0,0
"OTU_24","OTU_6",0,0,0,0
"OTU_25","OTU_6",0,0.316012527969154,0.113316991220657,0.22523006902427
"OTU_26","OTU_6",0,0.162575286310338,0,0.0844469961039657
"OTU_27","OTU_6",0,0,0,0
"OTU_28","OTU_6",0,-0.115603739755728,0,-0.0696083010609433
"OTU_29","OTU_6",0.058807861050762,0.281632246740108,0.103750943824182,0.168828000622187
"OTU_30","OTU_6",0,0,0,0
"OTU_31","OTU_6",0,0,0,0
"OTU_32","OTU_6",0.123025478500577,0.414029715598099,0.182664987125363,0.264930897280993
"OTU_33","OTU_6",0,-0.0540683280515626,-0.0643178507716733,0
"OTU_34","OTU_6",-0.0878580729862497,-0.246343062602908,-0.215056460182338,-0.172056826354506
"OTU_35","OTU_6",0,0.194436054033858,0.0755401528347193,0.0890404527144252
"OTU_36","OTU_6",0,0,0,0
"OTU_37","OTU_6",0,-0.060282369254055,0,0
"OTU_38","OTU_6",0,0.17384693893912,0.0519359559237916,0.10201541812887
"OTU_39","OTU_6",0,0,0,0
"OTU_40","OTU_6",0,0,-0.0543683387690377,0
"OTU_41","OTU_6",0,-0.174944063822127,0,-0.150467113420667
"OTU_42","OTU_6",0,-0.188668408946245,0,-0.173276054235538
"OTU_43","OTU_6",0,-0.131080134903379,-0.121507186841067,-0.0978278176310516
"OTU_44","OTU_6",0,0,-0.0705032031193351,0
"OTU_45","OTU_6",0,-0.292913462545225,0,-0.235233261447799
"OTU_46","OTU_6",0,-0.11549044327186,-0.0515275625350025,-0.0649912885443274
"OTU_47","OTU_6",0,-0.0788324582233931,0.106152939634034,0
"OTU_48","OTU_6",0,0.268728364098821,0.145790937862142,0.182786623585628
"OTU_49","OTU_6",-0.0707060222436552,-0.29000694185147,-0.150677817992485,-0.222059125662445
"OTU_50","OTU_6",0,-0.160503961113938,0,-0.103606389337256
"OTU_51","OTU_6",0,-0.185880166085387,-0.0529401688456794,-0.110047724728046
"OTU_52","OTU_6",0,-0.115358097322261,0.0678623514342253,-0.0833739310165106
"OTU_53","OTU_6",0,-0.103126661357278,0,-0.105595463391417
"OTU_54","OTU_6",0,0.169780188802412,0,0.0771352921491727
"OTU_55","OTU_6",0,0,0,0
"OTU_56","OTU_6",0,-0.0538518867346598,0.109044259899093,0
"OTU_57","OTU_6",0,0,0,0
"OTU_58","OTU_6",0,-0.104300716957222,-0.0866316448444171,0
"OTU_59","OTU_6",-0.062753622208844,-0.292954150294708,-0.173840597403262,-0.227281367133506
"OTU_60","OTU_6",0,0.139752439764404,0,0.0598762918630738
"OTU_61","OTU_6",0,-0.24500395439084,0,-0.184201200056126
"OTU_8","OTU_7",0,0,0,0
"OTU_9","OTU_7",0,0,0,0
"OTU_10","OTU_7",0,-0.131834680449328,-0.0572197726356993,-0.0834690112784411
"OTU_11","OTU_7",0,-0.0596708532871532,0,0
"OTU_12","OTU_7",0,-0.10168262607341,-0.0500865505823407,0
"OTU_13","OTU_7",0,0.0930436914559163,0,0
"OTU_14","OTU_7",0,-0.0829236623087207,0,0
"OTU_15","OTU_7",0,-0.0589333568842932,-0.0697721540441922,0
"OTU_16","OTU_7",-0.110105878528175,-0.314709427496273,-0.296125120196741,-0.262274695136987
"OTU_17","OTU_7",0,0,0,0
"OTU_18","OTU_7",0,-0.126346631248591,-0.0508512702974293,-0.0622627179574565
"OTU_19","OTU_7",0,-0.177157016386554,-0.0911851346646151,-0.126764935878455
"OTU_20","OTU_7",0,-0.139315855584619,0,-0.105772825822537
"OTU_21","OTU_7",0,0.152963830725683,0,0.080791282290359
"OTU_22","OTU_7",0,0,0,0
"OTU_23","OTU_7",0.28324928107581,0.529730626477101,0.380659579785595,0.411882789218188
"OTU_24","OTU_7",0,-0.161356680543726,-0.0949960692728016,-0.111368296432885
"OTU_25","OTU_7",0,-0.150203719599623,-0.080233690355741,-0.0809882500151298
"OTU_26","OTU_7",0.299022831154238,0.562945560276942,0.396395640287099,0.438034933489562
"OTU_27","OTU_7",0,0,0,0
"OTU_28","OTU_7",0.148246525970621,0.32179638091297,0.23753230996585,0.193316707101218
"OTU_29","OTU_7",0,0,0,0
"OTU_30","OTU_7",0,0.111567657594596,0,0
"OTU_31","OTU_7",0,0,0,0
"OTU_32","OTU_7",-0.0575203643063678,-0.214142624090833,-0.154706858699944,-0.184866340478163
"OTU_33","OTU_7",0,0.111572280957228,0.0522277644257096,0
"OTU_34","OTU_7",-0.102415320538184,-0.331360737861298,-0.287028818932812,-0.278276137902323
